dis_no,year,seq,glide,disaster_group,disaster_subgroup,disaster_type,disaster_subtype,disaster_subsubtype,event_name,country,iso,region,continent,location,origin,associated_dis,associated_dis2,ofda_response,appeal,declaration,aid_contribution,dis_mag_value,dis_mag_scale,latitude,longitude,local_time,river_basin,start_year,start_month,start_day,end_year,end_month,end_day,total_deaths,no_injured,no_affected,no_homeless,total_affected,reconstruction_costs_000_us,reconstruction_costs_adjusted_000_us,insured_damages_000_us,insured_damages_adjusted_000_us,total_damages_000_us,total_damages_adjusted_000_us,cpi,adm_level,admin1_code,admin2_code,geo_locations,adm1_name,adm2_name,uf,nome_uf,codigo_municipio_completo,nome_municipio
2017-0202-BRA,2017,0202,FL-2017-000067,Natural,Hydrological,Flood,Riverine flood,NA,NA,Brazil,BRA,South America,Americas,"Pernambuco (Caruaru, Ipojuca, Joaquim Nabuco, Jurema, Lagoa dos Gatos, Primavera, Quipapá, Sirinhaém, Tamandaré, Xexéu, Belém de Maria, Gameleira, Palmares, Amaraji, Maraial, Ribeirão, Cortês, Barra de Guabiraba, São Benedito do Sul, Rio Formoso, Catende, Água Preta, Jaqueira, Barreiros), Alagoas (Metropolitan Region, Paraiba Valley, Mundau Valley, North Coast, Grota de Santo Amaro, Callejón de la Anastácia, Riacho Velho, Carrasco, Piedras, Malhadas, Barra Nova, Playa Francés, Sitio Auxiliadora, Macéio, Atalaia, São Luis do Quitunde, Satuba, União dos Palmares, Capela, Chã Preta, Colônia Leopoldina, Jacuípe, Jundiá, Marechal Deodoro, Paulo Jacinto, Pilar, Quebrangulo, Rio Largo, Santa Luzia do Norte, Santana do Mundaú, São José da Laje, Branquinha, Cajueiro, Palmeira dos índios, Pedoca)",Heavy Rainfall,"Slide (land, mud, snow, rock)",NA,NA,NA,Yes,NA,266010,Km2,-8.096,-38.231,NA,NA,2017,5,26,2017,6,10,14,NA,104140,NA,104140,NA,NA,NA,NA,100000,110546,90.4601793133611,2,NA,9637,"Agua Preta, Amaraji, Atalaia, Barra De Guabiraba, Barreiros, Belem De Maria, Branquinha, Cajueiro, Capela, Caruaru, Catende, Cha Preta, Colonia Leopoldina, Cortes, Escada, Gameleira, Igreja Nova, Ipojuca, Jacuipe, Jaqueira, Joaquim Gomes, Joaquim Nabuco, Jundia, Jurema, Lagoa Dos Gatos, Maceio, Maraial, Marechal Deodoro, Murici, Palmares, Palmeira Dos Indios, Paulo Jacinto, Pilar, Primavera, Quebrangulo, Quipapa, Ribeirao, Rio Formoso, Rio Largo, Santa Luzia Do Norte, Santana Do Mundau, Sao Benedito Do Sul, Sao Jose Da Coroa Grande, Sao Jose Da Laje, Sao Luis Do Quitunde, Satuba, Sirinhaem, Tamandare, Uniao Dos Palmares, Vicosa, Xexeu (Adm2).",NA,Sao Benedito Do Sul - Pernambuco,NA,NA,2612901,São Benedito do Sul
2017-0202-BRA,2017,0202,FL-2017-000067,Natural,Hydrological,Flood,Riverine flood,NA,NA,Brazil,BRA,South America,Americas,"Pernambuco (Caruaru, Ipojuca, Joaquim Nabuco, Jurema, Lagoa dos Gatos, Primavera, Quipapá, Sirinhaém, Tamandaré, Xexéu, Belém de Maria, Gameleira, Palmares, Amaraji, Maraial, Ribeirão, Cortês, Barra de Guabiraba, São Benedito do Sul, Rio Formoso, Catende, Água Preta, Jaqueira, Barreiros), Alagoas (Metropolitan Region, Paraiba Valley, Mundau Valley, North Coast, Grota de Santo Amaro, Callejón de la Anastácia, Riacho Velho, Carrasco, Piedras, Malhadas, Barra Nova, Playa Francés, Sitio Auxiliadora, Macéio, Atalaia, São Luis do Quitunde, Satuba, União dos Palmares, Capela, Chã Preta, Colônia Leopoldina, Jacuípe, Jundiá, Marechal Deodoro, Paulo Jacinto, Pilar, Quebrangulo, Rio Largo, Santa Luzia do Norte, Santana do Mundaú, São José da Laje, Branquinha, Cajueiro, Palmeira dos índios, Pedoca)",Heavy Rainfall,"Slide (land, mud, snow, rock)",NA,NA,NA,Yes,NA,266010,Km2,-8.096,-38.231,NA,NA,2017,5,26,2017,6,10,14,NA,104140,NA,104140,NA,NA,NA,NA,100000,110546,90.4601793133611,2,NA,9642,"Agua Preta, Amaraji, Atalaia, Barra De Guabiraba, Barreiros, Belem De Maria, Branquinha, Cajueiro, Capela, Caruaru, Catende, Cha Preta, Colonia Leopoldina, Cortes, Escada, Gameleira, Igreja Nova, Ipojuca, Jacuipe, Jaqueira, Joaquim Gomes, Joaquim Nabuco, Jundia, Jurema, Lagoa Dos Gatos, Maceio, Maraial, Marechal Deodoro, Murici, Palmares, Palmeira Dos Indios, Paulo Jacinto, Pilar, Primavera, Quebrangulo, Quipapa, Ribeirao, Rio Formoso, Rio Largo, Santa Luzia Do Norte, Santana Do Mundau, Sao Benedito Do Sul, Sao Jose Da Coroa Grande, Sao Jose Da Laje, Sao Luis Do Quitunde, Satuba, Sirinhaem, Tamandare, Uniao Dos Palmares, Vicosa, Xexeu (Adm2).",NA,Sao Jose Da Coroa Grande - Pernambuco,NA,NA,2613404,São José da Coroa Grande
2017-0202-BRA,2017,0202,FL-2017-000067,Natural,Hydrological,Flood,Riverine flood,NA,NA,Brazil,BRA,South America,Americas,"Pernambuco (Caruaru, Ipojuca, Joaquim Nabuco, Jurema, Lagoa dos Gatos, Primavera, Quipapá, Sirinhaém, Tamandaré, Xexéu, Belém de Maria, Gameleira, Palmares, Amaraji, Maraial, Ribeirão, Cortês, Barra de Guabiraba, São Benedito do Sul, Rio Formoso, Catende, Água Preta, Jaqueira, Barreiros), Alagoas (Metropolitan Region, Paraiba Valley, Mundau Valley, North Coast, Grota de Santo Amaro, Callejón de la Anastácia, Riacho Velho, Carrasco, Piedras, Malhadas, Barra Nova, Playa Francés, Sitio Auxiliadora, Macéio, Atalaia, São Luis do Quitunde, Satuba, União dos Palmares, Capela, Chã Preta, Colônia Leopoldina, Jacuípe, Jundiá, Marechal Deodoro, Paulo Jacinto, Pilar, Quebrangulo, Rio Largo, Santa Luzia do Norte, Santana do Mundaú, São José da Laje, Branquinha, Cajueiro, Palmeira dos índios, Pedoca)",Heavy Rainfall,"Slide (land, mud, snow, rock)",NA,NA,NA,Yes,NA,266010,Km2,-8.096,-38.231,NA,NA,2017,5,26,2017,6,10,14,NA,104140,NA,104140,NA,NA,NA,NA,100000,110546,90.4601793133611,2,NA,9650,"Agua Preta, Amaraji, Atalaia, Barra De Guabiraba, Barreiros, Belem De Maria, Branquinha, Cajueiro, Capela, Caruaru, Catende, Cha Preta, Colonia Leopoldina, Cortes, Escada, Gameleira, Igreja Nova, Ipojuca, Jacuipe, Jaqueira, Joaquim Gomes, Joaquim Nabuco, Jundia, Jurema, Lagoa Dos Gatos, Maceio, Maraial, Marechal Deodoro, Murici, Palmares, Palmeira Dos Indios, Paulo Jacinto, Pilar, Primavera, Quebrangulo, Quipapa, Ribeirao, Rio Formoso, Rio Largo, Santa Luzia Do Norte, Santana Do Mundau, Sao Benedito Do Sul, Sao Jose Da Coroa Grande, Sao Jose Da Laje, Sao Luis Do Quitunde, Satuba, Sirinhaem, Tamandare, Uniao Dos Palmares, Vicosa, Xexeu (Adm2).",NA,Sirinhaem - Pernambuco,NA,NA,2614204,Sirinhaém
2017-0202-BRA,2017,0202,FL-2017-000067,Natural,Hydrological,Flood,Riverine flood,NA,NA,Brazil,BRA,South America,Americas,"Pernambuco (Caruaru, Ipojuca, Joaquim Nabuco, Jurema, Lagoa dos Gatos, Primavera, Quipapá, Sirinhaém, Tamandaré, Xexéu, Belém de Maria, Gameleira, Palmares, Amaraji, Maraial, Ribeirão, Cortês, Barra de Guabiraba, São Benedito do Sul, Rio Formoso, Catende, Água Preta, Jaqueira, Barreiros), Alagoas (Metropolitan Region, Paraiba Valley, Mundau Valley, North Coast, Grota de Santo Amaro, Callejón de la Anastácia, Riacho Velho, Carrasco, Piedras, Malhadas, Barra Nova, Playa Francés, Sitio Auxiliadora, Macéio, Atalaia, São Luis do Quitunde, Satuba, União dos Palmares, Capela, Chã Preta, Colônia Leopoldina, Jacuípe, Jundiá, Marechal Deodoro, Paulo Jacinto, Pilar, Quebrangulo, Rio Largo, Santa Luzia do Norte, Santana do Mundaú, São José da Laje, Branquinha, Cajueiro, Palmeira dos índios, Pedoca)",Heavy Rainfall,"Slide (land, mud, snow, rock)",NA,NA,NA,Yes,NA,266010,Km2,-8.096,-38.231,NA,NA,2017,5,26,2017,6,10,14,NA,104140,NA,104140,NA,NA,NA,NA,100000,110546,90.4601793133611,2,NA,9656,"Agua Preta, Amaraji, Atalaia, Barra De Guabiraba, Barreiros, Belem De Maria, Branquinha, Cajueiro, Capela, Caruaru, Catende, Cha Preta, Colonia Leopoldina, Cortes, Escada, Gameleira, Igreja Nova, Ipojuca, Jacuipe, Jaqueira, Joaquim Gomes, Joaquim Nabuco, Jundia, Jurema, Lagoa Dos Gatos, Maceio, Maraial, Marechal Deodoro, Murici, Palmares, Palmeira Dos Indios, Paulo Jacinto, Pilar, Primavera, Quebrangulo, Quipapa, Ribeirao, Rio Formoso, Rio Largo, Santa Luzia Do Norte, Santana Do Mundau, Sao Benedito Do Sul, Sao Jose Da Coroa Grande, Sao Jose Da Laje, Sao Luis Do Quitunde, Satuba, Sirinhaem, Tamandare, Uniao Dos Palmares, Vicosa, Xexeu (Adm2).",NA,Tamandare - Pernambuco,NA,NA,2614857,Tamandaré
2017-0202-BRA,2017,0202,FL-2017-000067,Natural,Hydrological,Flood,Riverine flood,NA,NA,Brazil,BRA,South America,Americas,"Pernambuco (Caruaru, Ipojuca, Joaquim Nabuco, Jurema, Lagoa dos Gatos, Primavera, Quipapá, Sirinhaém, Tamandaré, Xexéu, Belém de Maria, Gameleira, Palmares, Amaraji, Maraial, Ribeirão, Cortês, Barra de Guabiraba, São Benedito do Sul, Rio Formoso, Catende, Água Preta, Jaqueira, Barreiros), Alagoas (Metropolitan Region, Paraiba Valley, Mundau Valley, North Coast, Grota de Santo Amaro, Callejón de la Anastácia, Riacho Velho, Carrasco, Piedras, Malhadas, Barra Nova, Playa Francés, Sitio Auxiliadora, Macéio, Atalaia, São Luis do Quitunde, Satuba, União dos Palmares, Capela, Chã Preta, Colônia Leopoldina, Jacuípe, Jundiá, Marechal Deodoro, Paulo Jacinto, Pilar, Quebrangulo, Rio Largo, Santa Luzia do Norte, Santana do Mundaú, São José da Laje, Branquinha, Cajueiro, Palmeira dos índios, Pedoca)",Heavy Rainfall,"Slide (land, mud, snow, rock)",NA,NA,NA,Yes,NA,266010,Km2,-8.096,-38.231,NA,NA,2017,5,26,2017,6,10,14,NA,104140,NA,104140,NA,NA,NA,NA,100000,110546,90.4601793133611,2,NA,9673,"Agua Preta, Amaraji, Atalaia, Barra De Guabiraba, Barreiros, Belem De Maria, Branquinha, Cajueiro, Capela, Caruaru, Catende, Cha Preta, Colonia Leopoldina, Cortes, Escada, Gameleira, Igreja Nova, Ipojuca, Jacuipe, Jaqueira, Joaquim Gomes, Joaquim Nabuco, Jundia, Jurema, Lagoa Dos Gatos, Maceio, Maraial, Marechal Deodoro, Murici, Palmares, Palmeira Dos Indios, Paulo Jacinto, Pilar, Primavera, Quebrangulo, Quipapa, Ribeirao, Rio Formoso, Rio Largo, Santa Luzia Do Norte, Santana Do Mundau, Sao Benedito Do Sul, Sao Jose Da Coroa Grande, Sao Jose Da Laje, Sao Luis Do Quitunde, Satuba, Sirinhaem, Tamandare, Uniao Dos Palmares, Vicosa, Xexeu (Adm2).",NA,Xexeu - Pernambuco,NA,NA,2616506,Xexéu
2017-0551-BRA,2017,0551,NA,Natural,Biological,Epidemic,Viral disease,NA,Yellow fever,Brazil,BRA,South America,Americas,"Rio de Janeiro, São Paulo, Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,Vaccinated,NA,NA,NA,NA,2017,7,1,2018,2,16,154,310,NA,NA,310,NA,NA,NA,NA,NA,NA,90.4601793133611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-0040-BRA,2018,0040,NA,Natural,Hydrological,Flood,NA,NA,NA,Brazil,BRA,South America,Americas,Rio de Janeiro,Heavy rains,Collapse,Flood,NA,NA,NA,NA,55139,Km2,-22.479,-44.095,NA,NA,2018,2,14,2018,2,16,4,NA,250,NA,250,NA,NA,NA,NA,10000,10791,92.6696698010059,2,NA,9961,Rio De Janeiro (Adm2).,NA,Rio De Janeiro - Rio De Janeiro,NA,NA,3304557,Rio de Janeiro
2018-0415-BRA,2018,0415,NA,Natural,Hydrological,Landslide,Landslide,NA,NA,Brazil,BRA,South America,Americas,"Niteroi, near Rio de Janeiro",Heavy rains,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,11,10,2018,11,10,15,NA,NA,300,300,NA,NA,NA,NA,NA,NA,92.6696698010059,2,NA,9941,Niteroi (Adm2).,NA,Niteroi - Rio De Janeiro,NA,NA,3303302,Niterói
2018-0112-BRA,2018,0112,NA,Natural,Hydrological,Flood,NA,NA,NA,Brazil,BRA,South America,Americas,Sao Paulo,Torrential Rain,NA,NA,NA,NA,NA,NA,131278,Km2,-24.206,-48.623,NA,NA,2018,3,20,2018,3,21,3,NA,1000,NA,1000,NA,NA,NA,NA,43000,46401,92.6696698010059,1,689,NA,Sao Paulo (Adm1).,Sao Paulo,NA,35,São Paulo,NA,NA
2019-0100-BRA,2019,0100,NA,Natural,Hydrological,Flood,NA,NA,NA,Brazil,BRA,South America,Americas,"São Paulo, São Bernardo do Campo, Ribeirão Pires, Suzano (Sao Paulo)",Torrential rains,"Slide (land, mud, snow, rock)",NA,NA,NA,NA,NA,20310,Km2,-23.539,-46.124,NA,NA,2019,3,10,2019,3,11,12,6,1300,NA,1306,NA,NA,NA,NA,NA,NA,94.3490924994534,2,NA,11467,"Ribeirao Pires, Sao Bernardo Do Campo, Sao Paulo, Suzano (Adm2).",NA,Ribeirao Pires - Sao Paulo,NA,NA,3543303,Ribeirão Pires
2019-0100-BRA,2019,0100,NA,Natural,Hydrological,Flood,NA,NA,NA,Brazil,BRA,South America,Americas,"São Paulo, São Bernardo do Campo, Ribeirão Pires, Suzano (Sao Paulo)",Torrential rains,"Slide (land, mud, snow, rock)",NA,NA,NA,NA,NA,20310,Km2,-23.539,-46.124,NA,NA,2019,3,10,2019,3,11,12,6,1300,NA,1306,NA,NA,NA,NA,NA,NA,94.3490924994534,2,NA,11525,"Ribeirao Pires, Sao Bernardo Do Campo, Sao Paulo, Suzano (Adm2).",NA,Sao Bernardo Do Campo - Sao Paulo,NA,NA,3548708,São Bernardo do Campo
2019-0100-BRA,2019,0100,NA,Natural,Hydrological,Flood,NA,NA,NA,Brazil,BRA,South America,Americas,"São Paulo, São Bernardo do Campo, Ribeirão Pires, Suzano (Sao Paulo)",Torrential rains,"Slide (land, mud, snow, rock)",NA,NA,NA,NA,NA,20310,Km2,-23.539,-46.124,NA,NA,2019,3,10,2019,3,11,12,6,1300,NA,1306,NA,NA,NA,NA,NA,NA,94.3490924994534,2,NA,11543,"Ribeirao Pires, Sao Bernardo Do Campo, Sao Paulo, Suzano (Adm2).",NA,Sao Paulo - Sao Paulo,NA,NA,3550308,São Paulo
2019-0100-BRA,2019,0100,NA,Natural,Hydrological,Flood,NA,NA,NA,Brazil,BRA,South America,Americas,"São Paulo, São Bernardo do Campo, Ribeirão Pires, Suzano (Sao Paulo)",Torrential rains,"Slide (land, mud, snow, rock)",NA,NA,NA,NA,NA,20310,Km2,-23.539,-46.124,NA,NA,2019,3,10,2019,3,11,12,6,1300,NA,1306,NA,NA,NA,NA,NA,NA,94.3490924994534,2,NA,11566,"Ribeirao Pires, Sao Bernardo Do Campo, Sao Paulo, Suzano (Adm2).",NA,Suzano - Sao Paulo,NA,NA,3552502,Suzano
2019-0146-BRA,2019,0146,NA,Natural,Hydrological,Flood,NA,NA,NA,Brazil,BRA,South America,Americas,"Rio de Janeiro, Maranhao, Piaui, Sao Paulo states",Heavy rains,"Slide (land, mud, snow, rock)",NA,NA,NA,Yes,NA,NA,Km2,NA,NA,NA,NA,2019,4,8,2019,4,9,10,NA,4500,NA,4500,NA,NA,NA,NA,NA,NA,94.3490924994534,1,674,NA,"Maranhao, Piaui, Rio De Janeiro, Sao Paulo (Adm1).",Maranhao,NA,21,Maranhão,NA,NA
2019-0146-BRA,2019,0146,NA,Natural,Hydrological,Flood,NA,NA,NA,Brazil,BRA,South America,Americas,"Rio de Janeiro, Maranhao, Piaui, Sao Paulo states",Heavy rains,"Slide (land, mud, snow, rock)",NA,NA,NA,Yes,NA,NA,Km2,NA,NA,NA,NA,2019,4,8,2019,4,9,10,NA,4500,NA,4500,NA,NA,NA,NA,NA,NA,94.3490924994534,1,682,NA,"Maranhao, Piaui, Rio De Janeiro, Sao Paulo (Adm1).",Piaui,NA,22,Piauí,NA,NA
2019-0146-BRA,2019,0146,NA,Natural,Hydrological,Flood,NA,NA,NA,Brazil,BRA,South America,Americas,"Rio de Janeiro, Maranhao, Piaui, Sao Paulo states",Heavy rains,"Slide (land, mud, snow, rock)",NA,NA,NA,Yes,NA,NA,Km2,NA,NA,NA,NA,2019,4,8,2019,4,9,10,NA,4500,NA,4500,NA,NA,NA,NA,NA,NA,94.3490924994534,1,683,NA,"Maranhao, Piaui, Rio De Janeiro, Sao Paulo (Adm1).",Rio De Janeiro,NA,33,Rio de Janeiro,NA,NA
2019-0146-BRA,2019,0146,NA,Natural,Hydrological,Flood,NA,NA,NA,Brazil,BRA,South America,Americas,"Rio de Janeiro, Maranhao, Piaui, Sao Paulo states",Heavy rains,"Slide (land, mud, snow, rock)",NA,NA,NA,Yes,NA,NA,Km2,NA,NA,NA,NA,2019,4,8,2019,4,9,10,NA,4500,NA,4500,NA,NA,NA,NA,NA,NA,94.3490924994534,1,689,NA,"Maranhao, Piaui, Rio De Janeiro, Sao Paulo (Adm1).",Sao Paulo,NA,35,São Paulo,NA,NA
2019-0008-BRA,2019,0008,FL-2019-000009,Natural,Hydrological,Flood,NA,NA,NA,Brazil,BRA,South America,Americas,"Alegrete, Santana da Boa Vista, Quaraí , Bagé and Lavras do Sul Municipalities municipalities (Rio Grande do Sul State)",NA,Storm,NA,NA,NA,Yes,NA,NA,Km2,NA,NA,NA,NA,2019,1,11,2019,1,11,4,NA,10000,NA,10000,NA,NA,NA,NA,NA,NA,94.3490924994534,1,685,NA,Rio Grande Do Sul (Adm1).,Rio Grande Do Sul,NA,43,Rio Grande do Sul,NA,NA
2019-0368-BRA,2019,0368,NA,Natural,Hydrological,Flood,NA,NA,NA,Brazil,BRA,South America,Americas,Metropolitan Region of Recife,NA,"Slide (land, mud, snow, rock)",NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,NA,2019,7,23,2019,7,24,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.3490924994534,2,NA,9489,"Abreu E Lima, Aracoiaba, Cabo De Santo Agostinho, Camaragibe, Goiana, Igarassu, Ipojuca, Itamaraca, Itapissuma, Jaboatao Dos Guararapes, Moreno, Olinda, Paulista, Recife, Sao Lourenco Da Mata (Adm2).",NA,Abreu E Lima - Pernambuco,NA,NA,2600054,Abreu e Lima
2019-0368-BRA,2019,0368,NA,Natural,Hydrological,Flood,NA,NA,NA,Brazil,BRA,South America,Americas,Metropolitan Region of Recife,NA,"Slide (land, mud, snow, rock)",NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,NA,2019,7,23,2019,7,24,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.3490924994534,2,NA,9500,"Abreu E Lima, Aracoiaba, Cabo De Santo Agostinho, Camaragibe, Goiana, Igarassu, Ipojuca, Itamaraca, Itapissuma, Jaboatao Dos Guararapes, Moreno, Olinda, Paulista, Recife, Sao Lourenco Da Mata (Adm2).",NA,Aracoiaba - Pernambuco,NA,NA,2601052,Araçoiaba
2019-0368-BRA,2019,0368,NA,Natural,Hydrological,Flood,NA,NA,NA,Brazil,BRA,South America,Americas,Metropolitan Region of Recife,NA,"Slide (land, mud, snow, rock)",NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,NA,2019,7,23,2019,7,24,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.3490924994534,2,NA,9519,"Abreu E Lima, Aracoiaba, Cabo De Santo Agostinho, Camaragibe, Goiana, Igarassu, Ipojuca, Itamaraca, Itapissuma, Jaboatao Dos Guararapes, Moreno, Olinda, Paulista, Recife, Sao Lourenco Da Mata (Adm2).",NA,Cabo De Santo Agostinho - Pernambuco,NA,NA,2602902,Cabo de Santo Agostinho
2019-0368-BRA,2019,0368,NA,Natural,Hydrological,Flood,NA,NA,NA,Brazil,BRA,South America,Americas,Metropolitan Region of Recife,NA,"Slide (land, mud, snow, rock)",NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,NA,2019,7,23,2019,7,24,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.3490924994534,2,NA,9525,"Abreu E Lima, Aracoiaba, Cabo De Santo Agostinho, Camaragibe, Goiana, Igarassu, Ipojuca, Itamaraca, Itapissuma, Jaboatao Dos Guararapes, Moreno, Olinda, Paulista, Recife, Sao Lourenco Da Mata (Adm2).",NA,Camaragibe - Pernambuco,NA,NA,2603454,Camaragibe
2019-0368-BRA,2019,0368,NA,Natural,Hydrological,Flood,NA,NA,NA,Brazil,BRA,South America,Americas,Metropolitan Region of Recife,NA,"Slide (land, mud, snow, rock)",NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,NA,2019,7,23,2019,7,24,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.3490924994534,2,NA,9557,"Abreu E Lima, Aracoiaba, Cabo De Santo Agostinho, Camaragibe, Goiana, Igarassu, Ipojuca, Itamaraca, Itapissuma, Jaboatao Dos Guararapes, Moreno, Olinda, Paulista, Recife, Sao Lourenco Da Mata (Adm2).",NA,Goiana - Pernambuco,NA,NA,2606200,Goiana
2019-0368-BRA,2019,0368,NA,Natural,Hydrological,Flood,NA,NA,NA,Brazil,BRA,South America,Americas,Metropolitan Region of Recife,NA,"Slide (land, mud, snow, rock)",NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,NA,2019,7,23,2019,7,24,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.3490924994534,2,NA,9563,"Abreu E Lima, Aracoiaba, Cabo De Santo Agostinho, Camaragibe, Goiana, Igarassu, Ipojuca, Itamaraca, Itapissuma, Jaboatao Dos Guararapes, Moreno, Olinda, Paulista, Recife, Sao Lourenco Da Mata (Adm2).",NA,Igarassu - Pernambuco,NA,NA,2606804,Igarassu
2019-0368-BRA,2019,0368,NA,Natural,Hydrological,Flood,NA,NA,NA,Brazil,BRA,South America,Americas,Metropolitan Region of Recife,NA,"Slide (land, mud, snow, rock)",NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,NA,2019,7,23,2019,7,24,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.3490924994534,2,NA,9567,"Abreu E Lima, Aracoiaba, Cabo De Santo Agostinho, Camaragibe, Goiana, Igarassu, Ipojuca, Itamaraca, Itapissuma, Jaboatao Dos Guararapes, Moreno, Olinda, Paulista, Recife, Sao Lourenco Da Mata (Adm2).",NA,Ipojuca - Pernambuco,NA,NA,2607208,Ipojuca
2019-0368-BRA,2019,0368,NA,Natural,Hydrological,Flood,NA,NA,NA,Brazil,BRA,South America,Americas,Metropolitan Region of Recife,NA,"Slide (land, mud, snow, rock)",NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,NA,2019,7,23,2019,7,24,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.3490924994534,2,NA,9571,"Abreu E Lima, Aracoiaba, Cabo De Santo Agostinho, Camaragibe, Goiana, Igarassu, Ipojuca, Itamaraca, Itapissuma, Jaboatao Dos Guararapes, Moreno, Olinda, Paulista, Recife, Sao Lourenco Da Mata (Adm2).",NA,Ilha De Itamaraca - Pernambuco,NA,NA,2607604,Ilha de Itamaracá
2019-0368-BRA,2019,0368,NA,Natural,Hydrological,Flood,NA,NA,NA,Brazil,BRA,South America,Americas,Metropolitan Region of Recife,NA,"Slide (land, mud, snow, rock)",NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,NA,2019,7,23,2019,7,24,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.3490924994534,2,NA,9574,"Abreu E Lima, Aracoiaba, Cabo De Santo Agostinho, Camaragibe, Goiana, Igarassu, Ipojuca, Itamaraca, Itapissuma, Jaboatao Dos Guararapes, Moreno, Olinda, Paulista, Recife, Sao Lourenco Da Mata (Adm2).",NA,Itapissuma - Pernambuco,NA,NA,2607752,Itapissuma
2019-0368-BRA,2019,0368,NA,Natural,Hydrological,Flood,NA,NA,NA,Brazil,BRA,South America,Americas,Metropolitan Region of Recife,NA,"Slide (land, mud, snow, rock)",NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,NA,2019,7,23,2019,7,24,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.3490924994534,2,NA,9576,"Abreu E Lima, Aracoiaba, Cabo De Santo Agostinho, Camaragibe, Goiana, Igarassu, Ipojuca, Itamaraca, Itapissuma, Jaboatao Dos Guararapes, Moreno, Olinda, Paulista, Recife, Sao Lourenco Da Mata (Adm2).",NA,Jaboatao Dos Guararapes - Pernambuco,NA,NA,2607901,Jaboatão dos Guararapes
2019-0368-BRA,2019,0368,NA,Natural,Hydrological,Flood,NA,NA,NA,Brazil,BRA,South America,Americas,Metropolitan Region of Recife,NA,"Slide (land, mud, snow, rock)",NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,NA,2019,7,23,2019,7,24,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.3490924994534,2,NA,9598,"Abreu E Lima, Aracoiaba, Cabo De Santo Agostinho, Camaragibe, Goiana, Igarassu, Ipojuca, Itamaraca, Itapissuma, Jaboatao Dos Guararapes, Moreno, Olinda, Paulista, Recife, Sao Lourenco Da Mata (Adm2).",NA,Moreno - Pernambuco,NA,NA,2609402,Moreno
2019-0368-BRA,2019,0368,NA,Natural,Hydrological,Flood,NA,NA,NA,Brazil,BRA,South America,Americas,Metropolitan Region of Recife,NA,"Slide (land, mud, snow, rock)",NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,NA,2019,7,23,2019,7,24,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.3490924994534,2,NA,9600,"Abreu E Lima, Aracoiaba, Cabo De Santo Agostinho, Camaragibe, Goiana, Igarassu, Ipojuca, Itamaraca, Itapissuma, Jaboatao Dos Guararapes, Moreno, Olinda, Paulista, Recife, Sao Lourenco Da Mata (Adm2).",NA,Olinda - Pernambuco,NA,NA,2609600,Olinda
2019-0368-BRA,2019,0368,NA,Natural,Hydrological,Flood,NA,NA,NA,Brazil,BRA,South America,Americas,Metropolitan Region of Recife,NA,"Slide (land, mud, snow, rock)",NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,NA,2019,7,23,2019,7,24,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.3490924994534,2,NA,9611,"Abreu E Lima, Aracoiaba, Cabo De Santo Agostinho, Camaragibe, Goiana, Igarassu, Ipojuca, Itamaraca, Itapissuma, Jaboatao Dos Guararapes, Moreno, Olinda, Paulista, Recife, Sao Lourenco Da Mata (Adm2).",NA,Paulista - Pernambuco,NA,NA,2610707,Paulista
